# KERISE v5
# ref_v.tra	est_v.tra	ref_a.tra	est_a.tra	ref_q.x	est_q.x	ref_q.y	est_q.y	ref_q.th	est_q.th	ref_0	ref_1	ref_2	ref_3	wd_0	wd_1	wd_2	wd_3	tof
0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	1.000e+00	1.000e+00	2.200e+01	7.300e+01	-8.131e+01	-9.334e+01	-5.631e+01	-1.910e+01	2.110e+02
1.200e-01	-1.213e+00	0.000e+00	-3.565e-04	4.000e-05	-1.213e-03	0.000e+00	4.324e-10	0.000e+00	-3.565e-07	1.000e+00	1.000e+00	1.800e+01	7.000e+01	-8.131e+01	-9.334e+01	-5.631e+01	-1.910e+01	2.110e+02
4.800e-01	1.213e+00	0.000e+00	7.077e-04	3.200e-04	0.000e+00	0.000e+00	8.583e-10	0.000e+00	3.512e-07	1.000e+00	1.000e+00	2.200e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.947e+01	-1.946e+01	2.110e+02
1.080e+00	0.000e+00	0.000e+00	-2.485e-03	1.080e-03	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-2.134e-06	1.000e+00	1.000e+00	2.200e+01	7.000e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.964e+01	2.110e+02
1.920e+00	0.000e+00	0.000e+00	-2.485e-03	2.560e-03	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-4.619e-06	1.000e+00	1.000e+00	2.200e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.946e+01	2.110e+02
3.000e+00	0.000e+00	0.000e+00	-3.565e-04	5.000e-03	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-4.975e-06	1.000e+00	1.000e+00	2.100e+01	7.000e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.964e+01	2.110e+02
4.320e+00	0.000e+00	0.000e+00	-1.421e-03	8.640e-03	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-6.396e-06	1.000e+00	1.000e+00	1.000e+00	7.000e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.964e+01	2.110e+02
5.880e+00	0.000e+00	0.000e+00	-2.485e-03	1.372e-02	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-8.881e-06	1.000e+00	1.000e+00	2.100e+01	7.200e+01	-8.131e+01	-9.334e+01	-9.677e+01	-1.928e+01	2.110e+02
7.680e+00	0.000e+00	0.000e+00	-2.485e-03	2.048e-02	0.000e+00	0.000e+00	8.583e-10	0.000e+00	-1.137e-05	1.000e+00	1.000e+00	1.000e+00	6.900e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.983e+01	2.110e+02
9.720e+00	-1.213e+00	0.000e+00	-3.565e-04	2.916e-02	-1.213e-03	0.000e+00	1.507e-08	0.000e+00	-1.172e-05	1.000e+00	1.000e+00	1.100e+01	7.100e+01	-8.131e+01	-9.334e+01	-6.583e+01	-1.946e+01	2.110e+02
1.200e+01	0.000e+00	0.000e+00	-3.565e-04	4.000e-02	-1.213e-03	0.000e+00	1.507e-08	0.000e+00	-1.208e-05	1.000e+00	1.000e+00	7.000e+00	6.700e+01	-8.131e+01	-9.334e+01	-7.166e+01	-2.021e+01	2.110e+02
1.452e+01	1.213e+00	0.000e+00	-1.421e-03	5.324e-02	0.000e+00	0.000e+00	-1.297e-09	0.000e+00	-1.350e-05	1.000e+00	1.000e+00	7.000e+00	6.900e+01	-8.131e+01	-9.334e+01	-7.166e+01	-2.021e+01	2.810e+02
1.728e+01	-1.213e+00	0.000e+00	-1.421e-03	6.912e-02	-1.213e-03	0.000e+00	1.680e-08	0.000e+00	-1.492e-05	1.000e+00	1.000e+00	5.000e+00	6.900e+01	-8.131e+01	-9.334e+01	-7.600e+01	-1.983e+01	2.810e+02
2.028e+01	0.000e+00	0.000e+00	7.077e-04	8.788e-02	-1.213e-03	0.000e+00	1.680e-08	0.000e+00	-1.421e-05	1.000e+00	1.000e+00	3.000e+00	6.600e+01	-8.131e+01	-9.334e+01	-7.600e+01	-2.040e+01	2.810e+02
2.352e+01	2.426e+00	0.000e+00	-1.421e-03	1.098e-01	1.213e-03	0.000e+00	-2.112e-08	0.000e+00	-1.563e-05	1.000e+00	1.000e+00	1.200e+01	7.100e+01	-8.131e+01	-9.334e+01	-8.259e+01	-1.946e+01	2.810e+02
2.700e+01	7.277e+00	0.000e+00	5.711e-02	1.350e-01	8.490e-03	0.000e+00	2.807e-07	0.000e+00	4.148e-05	1.000e+00	1.000e+00	2.000e+01	7.100e+01	-8.131e+01	-9.334e+01	-6.470e+01	-1.946e+01	2.810e+02
3.072e+01	8.489e+00	0.000e+00	1.838e-01	1.638e-01	1.698e-02	0.000e+00	2.193e-06	0.000e+00	2.252e-04	1.000e+00	1.000e+00	1.600e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.811e+01	-1.946e+01	2.810e+02
3.468e+01	1.213e+01	0.000e+00	2.082e-01	1.965e-01	2.911e-02	0.000e+00	7.450e-06	0.000e+00	4.335e-04	1.000e+00	1.000e+00	1.900e+01	7.000e+01	-8.131e+01	-9.334e+01	-6.099e+01	-1.964e+01	2.810e+02
3.888e+01	9.702e+00	0.000e+00	1.401e-01	2.333e-01	3.881e-02	0.000e+00	1.301e-05	0.000e+00	5.736e-04	1.000e+00	1.000e+00	2.300e+01	6.900e+01	-8.131e+01	-9.334e+01	-5.877e+01	-1.983e+01	2.810e+02
4.332e+01	1.577e+01	0.000e+00	7.095e-02	2.744e-01	5.458e-02	0.000e+00	2.318e-05	0.000e+00	6.445e-04	1.000e+00	1.000e+00	2.300e+01	7.000e+01	-8.131e+01	-9.334e+01	-5.631e+01	-1.964e+01	2.810e+02
4.800e+01	1.455e+01	0.000e+00	3.157e-02	3.200e-01	6.913e-02	0.000e+00	3.302e-05	0.000e+00	6.761e-04	1.000e+00	1.000e+00	2.200e+01	6.900e+01	-8.131e+01	-9.334e+01	-5.631e+01	-1.983e+01	2.810e+02
5.292e+01	2.426e+01	0.000e+00	5.073e-02	3.704e-01	9.339e-02	0.000e+00	5.065e-05	0.000e+00	7.268e-04	1.000e+00	1.000e+00	2.200e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.946e+01	2.810e+02
5.808e+01	2.183e+01	0.000e+00	9.649e-02	4.259e-01	1.152e-01	0.000e+00	6.862e-05	0.000e+00	8.233e-04	1.000e+00	1.000e+00	4.700e+01	6.900e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.983e+01	2.810e+02
6.348e+01	3.517e+01	0.000e+00	1.348e-01	4.867e-01	1.504e-01	0.000e+00	1.023e-04	0.000e+00	9.581e-04	1.000e+00	1.000e+00	2.200e+01	7.000e+01	-8.131e+01	-9.334e+01	-4.709e+01	-1.964e+01	2.810e+02
6.912e+01	3.275e+01	0.000e+00	1.582e-01	5.530e-01	1.831e-01	0.000e+00	1.389e-04	0.000e+00	1.116e-03	1.000e+00	1.000e+00	4.200e+01	7.300e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.910e+01	2.810e+02
7.500e+01	5.336e+01	0.000e+00	1.454e-01	6.250e-01	2.365e-01	0.000e+00	2.062e-04	0.000e+00	1.262e-03	1.000e+00	1.000e+00	1.900e+01	7.100e+01	-8.131e+01	-9.334e+01	-4.854e+01	-1.946e+01	2.810e+02
8.112e+01	4.973e+01	0.000e+00	1.710e-01	7.030e-01	2.862e-01	0.000e+00	2.774e-04	0.000e+00	1.433e-03	1.000e+00	1.000e+00	2.100e+01	7.400e+01	-8.131e+01	-9.334e+01	-5.877e+01	-1.892e+01	2.810e+02
8.748e+01	7.762e+01	0.000e+00	3.104e-01	7.873e-01	3.638e-01	0.000e+00	4.128e-04	0.000e+00	1.743e-03	1.000e+00	1.000e+00	2.100e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.946e+01	2.810e+02
9.408e+01	7.034e+01	0.000e+00	4.998e-01	8.781e-01	4.342e-01	0.000e+00	5.705e-04	0.000e+00	2.243e-03	1.000e+00	1.000e+00	2.900e+01	7.100e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.946e+01	2.810e+02
1.009e+02	1.104e+02	0.000e+00	7.169e-01	9.756e-01	5.445e-01	0.000e+00	8.972e-04	0.000e+00	2.960e-03	1.000e+00	1.000e+00	2.100e+01	7.200e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.928e+01	2.810e+02
1.080e+02	9.460e+01	0.000e+00	8.925e-01	1.080e+00	6.391e-01	0.000e+00	1.262e-03	0.000e+00	3.852e-03	1.000e+00	1.000e+00	1.800e+01	7.300e+01	-8.131e+01	-9.334e+01	-5.748e+01	-1.910e+01	2.810e+02
1.153e+02	1.431e+02	0.000e+00	9.000e-01	1.192e+00	7.823e-01	0.000e+00	1.942e-03	0.000e+00	4.752e-03	1.000e+00	1.000e+00	2.000e+00	7.100e+01	-8.131e+01	-9.334e+01	-5.947e+01	-1.946e+01	2.810e+02
1.229e+02	1.237e+02	0.000e+00	7.989e-01	1.311e+00	9.060e-01	0.000e+00	2.628e-03	0.000e+00	5.551e-03	1.000e+00	1.000e+00	6.000e+00	7.400e+01	-8.131e+01	-9.334e+01	-8.782e+01	-1.892e+01	2.810e+02
1.307e+02	1.674e+02	0.000e+00	7.616e-01	1.437e+00	1.073e+00	0.000e+00	3.685e-03	0.000e+00	6.313e-03	1.000e+00	1.000e+00	2.000e+00	7.500e+01	-8.131e+01	-9.334e+01	-7.365e+01	-1.875e+01	2.810e+02
1.387e+02	1.759e+02	0.000e+00	7.957e-01	1.572e+00	1.249e+00	0.000e+00	4.935e-03	0.000e+00	7.109e-03	1.000e+00	1.000e+00	3.000e+00	7.500e+01	-8.131e+01	-9.334e+01	-8.259e+01	-1.875e+01	2.810e+02
1.470e+02	1.552e+02	0.000e+00	8.095e-01	1.715e+00	1.404e+00	0.000e+00	6.164e-03	0.000e+00	7.918e-03	1.000e+00	1.000e+00	3.000e+00	7.700e+01	-8.131e+01	-9.334e+01	-8.259e+01	-1.875e+01	2.810e+02
1.555e+02	1.904e+02	0.000e+00	8.180e-01	1.866e+00	1.595e+00	0.000e+00	7.828e-03	0.000e+00	8.736e-03	1.000e+00	1.000e+00	1.100e+01	7.400e+01	-8.131e+01	-9.334e+01	-9.677e+01	-1.892e+01	2.810e+02
1.643e+02	2.389e+02	0.000e+00	8.276e-01	2.026e+00	1.834e+00	0.000e+00	1.011e-02	0.000e+00	9.564e-03	1.000e+00	1.000e+00	1.900e+01	7.700e+01	-8.131e+01	-9.334e+01	-6.583e+01	-1.841e+01	2.810e+02
1.732e+02	1.965e+02	0.000e+00	8.085e-01	2.195e+00	2.030e+00	0.000e+00	1.215e-02	0.000e+00	1.037e-02	1.000e+00	1.000e+00	2.200e+01	7.800e+01	-8.131e+01	-9.334e+01	-5.877e+01	-1.824e+01	2.810e+02
1.822e+02	2.765e+02	0.000e+00	8.053e-01	2.373e+00	2.307e+00	0.000e+00	1.524e-02	0.000e+00	1.118e-02	1.000e+00	1.000e+00	2.000e+01	7.900e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.808e+01	2.810e+02
1.912e+02	2.256e+02	0.000e+00	7.787e-01	2.559e+00	2.532e+00	0.000e+00	1.794e-02	0.000e+00	1.196e-02	1.000e+00	1.000e+00	2.200e+01	7.700e+01	-8.131e+01	-9.334e+01	-5.811e+01	-1.841e+01	2.810e+02
2.002e+02	3.068e+02	0.000e+00	5.871e-01	2.755e+00	2.839e+00	0.000e+00	2.179e-02	0.000e+00	1.254e-02	1.000e+00	1.000e+00	2.000e+01	7.800e+01	-8.131e+01	-9.334e+01	-5.688e+01	-1.824e+01	2.810e+02
2.092e+02	2.450e+02	0.000e+00	3.072e-01	2.960e+00	3.084e+00	0.000e+00	2.494e-02	0.000e+00	1.285e-02	1.000e+00	1.000e+00	1.900e+01	8.000e+01	-8.131e+01	-9.334e+01	-5.811e+01	-1.792e+01	2.810e+02
2.182e+02	3.250e+02	0.000e+00	2.167e-01	3.174e+00	3.409e+00	0.000e+00	2.918e-02	0.000e+00	1.307e-02	1.000e+00	1.000e+00	1.900e+01	7.900e+01	-8.131e+01	-9.334e+01	-5.877e+01	-1.808e+01	2.810e+02
