# KERISE v3
# ref_v.tra	est_v.tra	ref_a.tra	est_a.tra	ref_q.x	est_q.x	ref_q.y	est_q.y	ref_q.th	est_q.th	ref_0	ref_1	ref_2	ref_3	wd_0	wd_1	wd_2	wd_3	tof
0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.630e+02	1.000e+00	1.000e+00	5.920e+02	9.374e-02	-1.042e+02	-1.047e+02	5.104e-01	2.890e+02
1.200e-01	4.050e-01	0.000e+00	6.359e-04	4.000e-05	1.960e-03	0.000e+00	1.246e-09	0.000e+00	6.359e-07	6.630e+02	1.000e+00	1.000e+00	5.930e+02	9.374e-02	-1.042e+02	-1.047e+02	5.104e-01	2.890e+02
4.800e-01	-3.055e-01	0.000e+00	1.700e-03	3.200e-04	-1.176e-03	0.000e+00	-6.080e-09	0.000e+00	2.336e-06	6.620e+02	1.000e+00	1.000e+00	5.930e+02	9.374e-02	-1.042e+02	-1.047e+02	5.322e-01	2.890e+02
1.080e+00	3.910e-01	0.000e+00	4.361e-03	1.080e-03	1.960e-03	0.000e+00	1.492e-08	0.000e+00	6.697e-06	6.620e+02	1.000e+00	1.000e+00	5.930e+02	7.426e-02	-1.042e+02	-1.047e+02	5.322e-01	2.890e+02
1.920e+00	4.680e-02	0.000e+00	-1.160e-02	2.560e-03	2.384e-07	0.000e+00	2.454e-08	0.000e+00	-4.906e-06	6.620e+02	1.000e+00	1.000e+00	5.920e+02	7.426e-02	-1.042e+02	-1.047e+02	5.322e-01	2.890e+02
3.000e+00	4.694e-01	0.000e+00	-1.958e-02	5.000e-03	1.568e-03	0.000e+00	-1.387e-08	0.000e+00	-2.449e-05	6.630e+02	1.000e+00	1.000e+00	5.910e+02	7.426e-02	-1.042e+02	-1.047e+02	5.104e-01	2.890e+02
4.320e+00	8.332e-02	0.000e+00	-2.331e-02	8.640e-03	3.920e-04	0.000e+00	4.237e-08	0.000e+00	-4.780e-05	6.630e+02	1.000e+00	1.000e+00	5.900e+02	9.374e-02	-1.042e+02	-1.047e+02	4.886e-01	2.890e+02
5.880e+00	6.476e-01	0.000e+00	-2.331e-02	1.372e-02	3.529e-03	0.000e+00	-1.807e-07	0.000e+00	-7.111e-05	6.630e+02	1.000e+00	1.000e+00	5.890e+02	9.374e-02	-1.042e+02	-1.047e+02	4.667e-01	2.890e+02
7.680e+00	5.580e-02	0.000e+00	-1.958e-02	2.048e-02	1.176e-03	0.000e+00	3.267e-08	0.000e+00	-9.069e-05	6.620e+02	1.000e+00	1.000e+00	5.890e+02	9.374e-02	-1.042e+02	-1.047e+02	4.448e-01	2.890e+02
9.720e+00	2.861e-01	0.000e+00	-1.958e-02	2.916e-02	2.352e-03	0.000e+00	-9.701e-08	0.000e+00	-1.103e-04	6.610e+02	1.000e+00	1.000e+00	5.880e+02	7.426e-02	-1.042e+02	-1.047e+02	4.448e-01	2.890e+02
1.200e+01	-1.616e-01	0.000e+00	-1.533e-02	4.000e-02	3.922e-04	0.000e+00	1.492e-07	0.000e+00	-1.256e-04	6.610e+02	1.000e+00	1.000e+00	5.860e+02	5.476e-02	-1.042e+02	-1.047e+02	4.229e-01	2.890e+02
1.452e+01	2.394e-01	0.000e+00	-1.480e-02	5.324e-02	2.352e-03	0.000e+00	-1.260e-07	0.000e+00	-1.404e-04	6.590e+02	1.000e+00	1.000e+00	5.860e+02	5.476e-02	-1.042e+02	-1.047e+02	3.789e-01	2.890e+02
1.728e+01	2.312e-01	0.000e+00	-1.426e-02	6.912e-02	2.744e-03	0.000e+00	-1.867e-07	0.000e+00	-1.547e-04	6.580e+02	1.000e+00	1.000e+00	5.870e+02	1.566e-02	-1.042e+02	-1.047e+02	3.789e-01	2.890e+02
2.028e+01	1.311e+00	0.000e+00	-1.586e-02	8.788e-02	8.234e-03	0.000e+00	-1.123e-06	0.000e+00	-1.705e-04	6.560e+02	1.000e+00	1.000e+00	5.860e+02	-3.943e-03	-1.042e+02	-1.047e+02	4.009e-01	2.890e+02
2.352e+01	5.580e+00	0.000e+00	-4.513e-02	1.098e-01	2.980e-02	0.000e+00	-5.773e-06	0.000e+00	-2.156e-04	6.560e+02	1.000e+00	1.000e+00	5.880e+02	-4.322e-02	-1.042e+02	-1.047e+02	3.789e-01	2.890e+02
2.700e+01	9.159e+00	0.000e+00	-2.441e-01	1.350e-01	3.803e-02	0.000e+00	-9.559e-06	0.000e+00	-4.598e-04	6.560e+02	1.000e+00	1.000e+00	5.870e+02	-4.322e-02	-1.042e+02	-1.047e+02	4.229e-01	2.890e+02
3.072e+01	1.232e+01	0.000e+00	-3.016e-01	1.638e-01	4.548e-02	0.000e+00	-1.523e-05	0.000e+00	-7.614e-04	6.550e+02	1.000e+00	1.000e+00	5.870e+02	-4.322e-02	-1.042e+02	-1.047e+02	4.009e-01	2.890e+02
3.468e+01	1.502e+01	0.000e+00	-3.218e-01	1.965e-01	6.116e-02	0.000e+00	-3.222e-05	0.000e+00	-1.083e-03	6.570e+02	1.000e+00	1.000e+00	5.890e+02	-6.290e-02	-1.042e+02	-1.047e+02	4.009e-01	2.890e+02
3.888e+01	1.813e+01	0.000e+00	-2.888e-01	2.333e-01	8.234e-02	0.000e+00	-6.127e-05	0.000e+00	-1.372e-03	6.580e+02	1.000e+00	1.000e+00	5.910e+02	-2.357e-02	-1.042e+02	-1.047e+02	4.448e-01	2.890e+02
4.332e+01	2.044e+01	0.000e+00	-2.628e-01	2.744e-01	9.959e-02	0.000e+00	-8.947e-05	0.000e+00	-1.635e-03	6.590e+02	1.000e+00	1.000e+00	5.910e+02	-3.943e-03	-1.042e+02	-1.047e+02	4.886e-01	2.890e+02
